nid,Sequence,Judge Name,Court Type,Court Name,Appointment Title,Appointing President,Party of Appointing President,Reappointing President,Party of Reappointing President,ABA Rating,Seat ID,Statute Authorizing New Seat,Recess Appointment Date,Nomination Date,Committee Referral Date,Hearing Date,Judiciary Committee Action,Committee Action Date,Senate Vote Type,Ayes/Nays,Confirmation Date,Commission Date,"Service as Chief Judge, Begin","Service as Chief Judge, End","2nd Service as Chief Judge, Begin","2nd Service as Chief Judge, End",Senior Status Date,Termination,Termination Date
1383331,1,"King, James Lawrence",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Richard M. Nixon,Republican,,,Qualified,FLSD1301,84 Stat. 294,,1970-10-07,1970-10-07,1970-10-13,Reported (favorably),1970-10-13,Voice,  ,1970-10-13,1970-10-19,1984,1991,,,1992-12-20,,
1390786,1,"King, Robert Bruce",U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CA40207, ,,1998-06-24,1998-06-24,1998-09-09,Reported (favorably),1998-09-17,Voice,  ,1998-10-08,1998-10-09,,,,,,,
1383336,1,"King, Samuel Pailthorpe",U.S. District Court,U.S. District Court for the District of Hawaii,Judge,Richard M. Nixon,Republican,,,Qualified,HID0102, ,,1972-05-22,1972-05-22,1972-06-22,Reported (favorably),1972-06-27,Voice,  ,1972-06-28,1972-06-28,1974,1984,,,1984-11-30,Death,2010-12-07
1391691,1,"Kinkeade, James E.",U.S. District Court,U.S. District Court for the Northern District of Texas,Judge,George W. Bush,Republican,,,Well Qualified,TXND1202, ,,2002-07-18,2002-07-18,2002-09-26,Reported (favorably),2002-10-08,Voice,  ,2002-11-14,2002-11-15,,,,,,,
1383346,1,"Kirkland, Alfred Younges, Sr.",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Gerald Ford,Republican,,,Well Qualified,ILND0306, ,,1974-12-11,1974-12-11,1974-12-18,Reported (favorably),1974-12-18,Voice,  ,1974-12-19,1974-12-21,,,,,1979-04-30,Death,2004-03-19
1383366,1,"Kiser, Jackson L.",U.S. District Court,U.S. District Court for the Western District of Virginia,Judge,Ronald Reagan,Republican,,,Well Qualified,VAWD0601,92 Stat. 1629,,1981-11-04,1981-11-04,1981-11-25,Reported (favorably),1981-12-01,Voice,  ,1981-12-03,1981-12-03,1993,1997,,,1997-04-30,,
1383371,1,"Kitchen, John Joseph",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Richard M. Nixon,Republican,,,Qualified,NJD1001,84 Stat. 294,,1970-10-07,1970-10-07,1970-10-13,Reported (favorably),1970-10-13,Voice,  ,1970-10-13,1970-10-16,,,,,,Death,1973-09-21
1391686,1,"Klausner, Robert Gary",U.S. District Court,U.S. District Court for the Central District of California,Judge,George W. Bush,Republican,,,Well Qualified,CACD1802, ,,2002-07-18,2002-07-18,2002-10-07,Reported (favorably),2002-10-08,Voice,  ,2002-11-14,2002-11-15,,,,,,,
5374581,1,"Kleeh, Thomas Shawn",U.S. District Court,U.S. District Court for the Northern District of West Virginia,Judge,Donald J. Trump,Republican,,,Qualified,WVND0402,,,2018-02-15,2018-02-15,2018-04-25,Reported (favorably),2018-05-24,Roll Call, 65/30,2018-10-11,2018-11-05,,,,,,,
1383376,1,"Kleinfeld, Andrew Jay",U.S. District Court,U.S. District Court for the District of Alaska,Judge,Ronald Reagan,Republican,,,Qualified,AKD0301,98 Stat. 333,,1986-03-26,1986-03-26,1986-04-23,Reported (favorably),1986-05-08,Voice,  ,1986-05-14,1986-05-15,,,,,,Appointment to Another Judicial Position,1991-10-07
1383376,2,"Kleinfeld, Andrew Jay",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,George H.W. Bush,Republican,,,Qualified,CA91303, ,,1991-05-23,1991-05-23,1991-07-19,Reported (favorably),1991-09-12,Voice,  ,1991-09-12,1991-09-16,,,,,2010-06-12,,
1383386,1,"Knapp, Dennis Raymond",U.S. District Court,U.S. District Court for the Southern District of West Virginia,Judge,Richard M. Nixon,Republican,,,Qualified,WVSD0401,84 Stat. 294,,1970-12-08,1970-12-08,1970-12-16,Reported (favorably),1970-12-16,Voice,  ,1970-12-16,1970-12-18,1973,1982,,,1983-02-25,Death,1998-12-25
1383396,1,"Knapp, [Percy] Whitman",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Richard M. Nixon,Republican,,,Well Qualified,NYSD1305, ,,1972-06-15,1972-06-15,1972-06-28,Reported (favorably),1972-06-28,Voice,  ,1972-06-28,1972-06-30,,,,,1987-11-23,Death,2004-06-14
7815636,1,"Kness, John Fitzgerald",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Donald J. Trump,Republican,,,Qualified,ILND1603,,,2019-06-24,2019-06-24,2019-07-17,Reported (favorably),2019-10-17,Roll Call, 81/12,2020-02-12,2020-02-18,,,,,,,
1383436,1,"Knox, William W.",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,Richard M. Nixon,Republican,,,Exceptionally Well Qualified,PAWD1001,84 Stat. 294,,1970-09-28,1970-09-28,1970-10-07,Reported (favorably),1970-10-07,Voice,  ,1970-10-08,1970-10-14,,,,,,Death,1981-08-30
1393556,1,"Kobayashi, Leslie Emi",U.S. District Court,U.S. District Court for the District of Hawaii,Judge,Barack Obama,Democratic,,,Well Qualified,HID0402, ,,2010-04-21,2010-04-21,2010-07-15,Reported (favorably),2010-08-05,Voice,  ,2010-12-18,2010-12-22,,,,,,,
5675191,1,"Kobes, Jonathan Allen",U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Donald J. Trump,Republican,,,Not Qualified,CA81302,,,2018-06-11,2018-06-11,2018-08-22,Reported (favorably),2018-10-11,Roll Call, 51/50,2018-12-11,2018-12-12,,,,,,,
1383441,1,"Kocoras, Charles Petros",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Jimmy Carter,Democratic,,,Qualified,ILND0307, ,,1980-06-02,1980-06-02,1980-08-05,Reported (favorably),1980-09-17,Voice,  ,1980-09-29,1980-09-30,2002,2006,,,2006-06-30,,
1383451,1,"Koeltl, John George",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Well Qualified,NYSD1205, ,,1994-04-26,1994-04-26,1994-06-21,Reported (favorably),1994-08-04,Voice,  ,1994-08-09,1994-08-10,,,,,,,
1393231,1,"Koh, Lucy Haeran",U.S. District Court,U.S. District Court for the Northern District of California,Judge,Barack Obama,Democratic,,,Qualified,CAND1702, ,,2010-01-20,2010-01-20,2010-02-11,Reported (favorably),2010-03-04,Roll Call, 90/0,2010-06-07,2010-06-09,,,,,,,
1383461,1,"Kollar-Kotelly, Colleen",U.S. District Court,U.S. District Court for the District of Columbia,Judge,William J. Clinton,Democratic,,,Well Qualified,DCD0805, ,,1997-01-07,1997-01-07,,Reported (favorably),1997-03-06,Voice,  ,1997-03-20,1997-03-26,,,,,,,
7460631,1,"Komitee, Eric Ross",U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Donald J. Trump,Republican,,,Well Qualified,NYED0110,,,2019-05-21,2019-05-21,,Reported (favorably),2019-06-20,Roll Call, 86/4,2019-12-03,2019-12-05,,,,,,,
1383466,1,"Kopf, Richard George",U.S. District Court,U.S. District Court for the District of Nebraska,Judge,George H.W. Bush,Republican,,,Well Qualified,NED0205, ,,1992-04-07,1992-04-07,1992-05-14,Reported (favorably),1992-05-21,Voice,  ,1992-05-21,1992-05-26,1999,2004,,,2011-12-01,,
1383471,1,"Korman, Edward Robert",U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Ronald Reagan,Republican,,,Well Qualified,NYED1101,98 Stat. 333,,1985-10-02,1985-10-02,1985-10-30,Reported (favorably),1985-10-31,Voice,  ,1985-11-01,1985-11-04,2000,2007,,,2007-10-25,,
1383476,1,"Kornmann, Charles B.",U.S. District Court,U.S. District Court for the District of South Dakota,Judge,William J. Clinton,Democratic,,,Qualified,SDD0304, ,,1995-01-23,1995-01-23,1995-02-27,Reported (favorably),1995-03-16,Voice,  ,1995-03-24,1995-03-24,,,,,2008-07-31,,
1383486,1,"Kosik, Edwin Michael",U.S. District Court,U.S. District Court for the Middle District of Pennsylvania,Judge,Ronald Reagan,Republican,,,Well Qualified,PAMD0502, ,,1986-05-14,1986-05-14,1986-06-04,Reported (favorably),1986-06-12,Voice,  ,1986-06-13,1986-06-16,,,,,1996-07-15,Death,2019-06-13
1383491,1,"Kovachevich, Elizabeth Anne",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,Ronald Reagan,Republican,,,Qualified,FLMD0402, ,,1982-01-26,1982-01-26,1982-02-12,Reported (favorably),1982-03-02,Voice,  ,1982-03-04,1982-03-09,1996,2002,,,2018-12-14,,
7223861,1,"Kovner, Rachel Peter",U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Donald J. Trump,Republican,,,Well Qualified,NYED0903,,,2019-05-21,2019-05-21,,Reported (favorably),2019-06-20,Roll Call, 88/3,2019-10-16,2019-10-17,,,,,,,
1383496,1,"Kozinski, Alex",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CA92701,98 Stat. 333,,1985-06-05,1985-06-05,1985-07-17,Reported (favorably),1985-09-12,Roll Call, 54/43,1985-11-07,1985-11-07,2007,2014,,,,Retirement,2017-12-18
1383506,1,"Kram, Shirley Wohl",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Ronald Reagan,Republican,,,Qualified,NYSD1204, ,,1983-01-31,1983-01-31,1983-02-23,Reported (favorably),1983-03-01,Voice,  ,1983-03-02,1983-03-02,,,,,1993-05-23,Death,2009-08-21
1394601,1,"Krause, Cheryl Ann",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA31102, ,,2014-02-06,2014-02-06,2014-03-12,Reported (favorably),2014-04-03,Roll Call, 93/0,2014-07-07,2014-07-09,,,,,,,
1383511,1,"Kravitch, Phyllis A.",U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Jimmy Carter,Democratic,,,Qualified,CA50703, ,,1979-01-19,1979-01-23,1979-02-27,Reported (favorably),1979-03-13,Voice,  ,1979-03-21,1979-03-23,,,,,,Reassignment,1981-10-01
1391861,1,"Kravitz, Mark R.",U.S. District Court,U.S. District Court for the District of Connecticut,Judge,George W. Bush,Republican,,,Well Qualified,CTD0702, ,,2003-03-27,2003-03-27,2003-05-22,Reported (favorably),2003-06-05,Roll Call, 97/0,2003-06-11,2003-06-12,,,,,,Death,2012-09-30
1383526,1,"Krenzler, Alvin I.",U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Ronald Reagan,Republican,,,Well Qualified,OHND0305, ,,1981-11-17,1981-11-17,1981-12-04,Reported (favorably),1981-12-08,Voice,  ,1981-12-09,1981-12-10,,,,,1992-01-01,Retirement,1992-07-06
1391406,1,"Krieger, Marcia S.",U.S. District Court,U.S. District Court for the District of Colorado,Judge,George W. Bush,Republican,,,Well Qualified,COD0404, ,,2001-09-10,2001-09-10,2001-12-05,Reported (favorably),2001-12-13,Roll Call, 83/0,2002-01-25,2002-01-30,2013,2019,,,2019-03-03,,
1393676,1,"Kronstadt, John Arnold",U.S. District Court,U.S. District Court for the Central District of California,Judge,Barack Obama,Democratic,,,Qualified,CACD2403, ,,2011-01-05,2011-01-05,2011-02-16,Reported (favorably),2011-03-10,Roll Call, 96/0,2011-04-12,2011-04-14,,,,,,,
1383531,1,"Krupansky, Robert B.",U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Richard M. Nixon,Republican,,,Qualified,OHND1001,84 Stat. 294,,1970-10-07,1970-10-07,1970-10-13,Reported (favorably),1970-10-13,Voice,  ,1970-10-13,1970-10-16,,,,,,Appointment to Another Judicial Position,1982-03-19
1383531,2,"Krupansky, Robert B.",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CA60308, ,,1982-01-28,1982-01-28,1982-02-26,Reported (favorably),1982-03-02,Voice,  ,1982-03-04,1982-03-10,,,,,1991-07-01,Death,2004-11-08
1391721,1,"Kugler, Robert B.",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,George W. Bush,Republican,,,Well Qualified,NJD1802, ,,2002-08-01,2002-08-01,2002-10-07,Reported (favorably),2002-10-08,Voice,  ,2002-11-14,2002-12-04,,,,,2018-11-02,,
1393776,1,"Kuntz, William Francis II",U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Barack Obama,Democratic,,,Well Qualified,NYED0606, ,,2011-03-09,2011-03-09,2011-05-04,Reported (favorably),2011-05-26,Voice,  ,2011-10-03,2011-10-04,,,,,,,
1393171,1,"Kunzig, Robert Lowe",Other,Court of Claims,Judge,Richard M. Nixon,Republican,,,Well Qualified,CLMS0512, ,,1971-11-18,1971-11-18,1971-12-02,Reported (favorably),1971-12-02,Voice,  ,1971-12-02,1972-01-03,,,,,,Death,1982-02-21
1383541,1,"Kyle, Richard House",U.S. District Court,U.S. District Court for the District of Minnesota,Judge,George H.W. Bush,Republican,,,Well Qualified,MND0602, ,,1992-03-20,1992-03-20,1992-04-29,Reported (favorably),1992-05-07,Voice,  ,1992-05-12,1992-05-13,,,,,2005-05-31,,
1383616,1,"La Plata, George",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Ronald Reagan,Republican,,,Well Qualified,MIED1401,98 Stat. 333,,1985-02-27,1985-02-27,,Reported (favorably),1985-04-03,Voice,  ,1985-04-03,1985-04-04,,,,,,Retirement,1996-08-03
1383551,1,"Lacey, Frederick Bernard",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Richard M. Nixon,Republican,,,,NJD1101,84 Stat. 294,,1970-10-07,1970-10-07,1970-10-13,Reported (favorably),1970-10-13,Voice,  ,1970-10-13,1971-01-26,,,,,,Retirement,1986-02-03
1383561,1,"Laffitte, Héctor Manuel",U.S. District Court,U.S. District Court for the District of Puerto Rico,Judge,Ronald Reagan,Republican,,,Well Qualified,PRD0203, ,,1983-05-26,1983-05-26,1983-06-15,Reported (favorably),1983-07-21,Voice,  ,1983-07-26,1983-07-27,1999,2004,,,2005-11-15,Retirement,2007-02-16
7395471,1,"Lagoa, Barbara",U.S. Court of Appeals,U.S. Court of Appeals for the Eleventh Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CA110503,,,2019-10-15,2019-10-15,2019-10-16,Reported (favorably),2019-11-07,Roll Call, 80/15,2019-11-20,2019-12-06,,,,,,,
1383566,1,"Lagueux, Ronald Rene",U.S. District Court,U.S. District Court for the District of Rhode Island,Judge,Ronald Reagan,Republican,,,Well Qualified,RID0301,98 Stat. 333,,1986-01-21,1986-01-21,1986-02-19,Reported (favorably),1986-02-27,Voice,  ,1986-03-03,1986-03-04,1992,1999,,,2001-11-30,,
1383571,1,"Lake, Simeon Timothy III",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Ronald Reagan,Republican,,,Well Qualified,TXSD0204, ,,1988-03-30,1988-03-30,1988-05-16,Reported (favorably),1988-08-04,Voice,  ,1988-08-11,1988-08-12,,,,,2019-07-05,,
1383591,1,"Lamberth, Royce C.",U.S. District Court,U.S. District Court for the District of Columbia,Judge,Ronald Reagan,Republican,,,Qualified,DCD0608, ,,1987-03-19,1987-03-19,1987-05-13,Reported (favorably),1987-06-23,Voice,  ,1987-11-13,1987-11-16,2008,2013,,,2013-07-15,,
1383601,1,"Lancaster, Gary L.",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,William J. Clinton,Democratic,,,Qualified,PAWD0118, ,,1993-10-25,1993-10-25,1993-11-16,Reported (favorably),1993-11-18,Voice,  ,1993-11-20,1993-11-24,2009,2013,,,,Death,2013-04-24
1391391,1,"Land, Clay D.",U.S. District Court,U.S. District Court for the Middle District of Georgia,Judge,George W. Bush,Republican,,,Well Qualified,GAMD0106, ,,2001-09-21,2001-09-21,2001-11-07,Reported (favorably),2001-11-29,Voice,  ,2001-12-13,2001-12-21,2014,2020,,,,,
1392946,1,"Lange, Roberto Antonio",U.S. District Court,U.S. District Court for the District of South Dakota,Judge,Barack Obama,Democratic,,,Well Qualified,SDD0305, ,,2009-07-08,2009-07-08,2009-09-09,Reported (favorably),2009-10-01,Roll Call, 100/0,2009-10-21,2009-10-21,2020,,,,,,
5197986,1,"Lanza, Dominic William",U.S. District Court,U.S. District Court for the District of Arizona,Judge,Donald J. Trump,Republican,,,Well Qualified,AZD0903,,,2018-01-24,2018-01-24,2018-03-07,Reported (favorably),2018-04-19,Roll Call, 60/35,2018-09-06,2018-09-10,,,,,,,
1392671,1,"Laplante, Joseph Normand",U.S. District Court,U.S. District Court for the District of New Hampshire,Judge,George W. Bush,Republican,,,Qualified,NHD0302, ,,2007-06-13,2007-06-13,2007-10-24,Reported (favorably),2007-11-15,Voice,  ,2007-12-14,2007-12-28,2011,2018,,,,,
1383641,1,"Larimer, David G.",U.S. District Court,U.S. District Court for the Western District of New York,Judge,Ronald Reagan,Republican,,,Well Qualified,NYWD0401,98 Stat. 333,,1987-05-05,1987-05-05,1987-06-18,Reported (favorably),1987-10-30,Voice,  ,1987-11-05,1987-11-06,1996,2002,,,2009-03-03,,
3984221,1,"Larsen, Joan Louise",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CA60112,,,2017-05-08,2017-05-08,2017-09-06,Reported (favorably),2017-10-05,Roll Call, 60/38,2017-11-01,2017-11-02,,,,,,,
1392361,1,"Larson, Stephen G.",U.S. District Court,U.S. District Court for the Central District of California,Judge,George W. Bush,Republican,,,Well Qualified,CACD2602, ,,2005-12-15,2005-12-15,2006-02-15,Reported (favorably),2006-03-02,Voice,  ,2006-03-16,2006-03-20,,,,,,Resignation,2009-11-02
1390821,1,"Lasnik, Robert S.",U.S. District Court,U.S. District Court for the Western District of Washington,Judge,William J. Clinton,Democratic,,,Qualified,WAWD0602, ,,1998-05-11,1998-05-11,1998-10-01,Reported (favorably),1998-10-08,Voice,  ,1998-10-21,1998-10-22,2004,2011,,,2016-01-27,,
1394551,1,"Lauck, M[ary] Hannah",U.S. District Court,U.S. District Court for the Eastern District of Virginia,Judge,Barack Obama,Democratic,,,Well Qualified,VAED0603, ,,2014-01-06,2014-01-06,2014-02-25,Reported (favorably),2014-03-27,Roll Call, 90/0,2014-06-10,2014-06-10,,,,,,,
1383666,1,"Laughrey, Nanette Kay",U.S. District Court,U.S. District Court for the Eastern District of Missouri,Judge,William J. Clinton,Democratic,,,Qualified,MOED0404, ,,1995-10-20,1995-10-20,1996-03-27,Reported (favorably),1996-04-25,Voice,  ,1996-07-24,1996-08-01,,,,,2011-08-27,,
1383666,2,"Laughrey, Nanette Kay",U.S. District Court,U.S. District Court for the Western District of Missouri,Judge,William J. Clinton,Democratic,,,Qualified,MOWD0404, ,,1995-10-20,1995-10-20,1996-03-27,Reported (favorably),1996-04-25,Voice,  ,1996-07-24,1996-08-01,,,,,2011-08-27,,
1392741,1,"Lawrence, William T.",U.S. District Court,U.S. District Court for the Southern District of Indiana,Judge,George W. Bush,Republican,,,Well Qualified,INSD0403, ,,2008-02-14,2008-02-14,2008-05-01,Reported (favorably),2008-05-22,Roll Call, 97/0,2008-06-26,2008-06-30,,,,,2018-07-01,,
1391161,1,"Lawson, David M.",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,William J. Clinton,Democratic,,,Well Qualified,MIED1102, ,,1999-08-05,1999-08-06,2000-03-23,Reported (favorably),2000-04-12,Voice,  ,2000-05-24,2000-06-02,,,,,,,
1383696,1,"Lawson, Hugh",U.S. District Court,U.S. District Court for the Middle District of Georgia,Judge,William J. Clinton,Democratic,,,Well Qualified,GAMD0204, ,,1995-08-10,1995-08-10,1995-11-30,Reported (favorably),1995-12-07,Voice,  ,1995-12-22,1995-12-26,2006,2008,,,2008-12-31,,
1390531,1,"Lazzara, Richard A.",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,William J. Clinton,Democratic,,,Well Qualified,FLMD0902, ,,1997-01-07,1997-01-07,1997-09-05,Reported (favorably),1997-09-18,Voice,  ,1997-09-26,1997-09-29,,,,,2011-12-17,,
1383731,1,"Leavy, Edward",U.S. District Court,U.S. District Court for the District of Oregon,Judge,Ronald Reagan,Republican,,,Exceptionally Well Qualified,ORD0205, ,,1984-03-26,1984-03-26,1984-04-11,Reported (favorably),1984-04-12,Voice,  ,1984-04-24,1984-05-03,,,,,,Appointment to Another Judicial Position,1987-04-08
1383731,2,"Leavy, Edward",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Ronald Reagan,Republican,,,Exceptionally Well Qualified,CA91602, ,,1987-02-02,1987-02-02,1987-03-11,Reported (favorably),1987-03-19,Voice,  ,1987-03-20,1987-03-23,,,,,1997-05-19,,
1383736,1,"Lechner, Alfred James, Jr.",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Ronald Reagan,Republican,,,Qualified,NJD1102, ,,1986-04-08,1986-04-08,1986-05-14,Reported (favorably),1986-06-05,Voice,  ,1986-06-06,1986-06-09,,,,,,Resignation,2001-10-01
1383751,1,"Lee, Donald John",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,George H.W. Bush,Republican,,,Well Qualified,PAWD0304, ,,1989-11-09,1989-11-09,1990-02-21,Reported (favorably),1990-03-08,Voice,  ,1990-03-09,1990-03-12,,,,,2000-04-06,Death,2011-03-17
